site,country,lat,lon,hazard,indicator,label,scenario,year,value,model,error
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.4543,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.4015,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.4015,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.5993,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.2614,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.1736,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.569,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.5936,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp585,2090,0.2651,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.030952857142857,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.030952857142857,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.0761004285714286,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.2762904285714285,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.1083861428571429,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.2262900000000003,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.238,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.238,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.3274285714285714,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.2833804285714283,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.1667614285714285,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,2.0392900000000003,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.1107675714285714,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2030,1.206009428571429,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9451857142857144,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9451857142857144,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9404328571428572,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.010709,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9132,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.0380471428571427,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9238042857142856,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,0.9238042857142856,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.3022714285714283,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.176242857142857,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.0726714285714285,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.5071857142857144,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.1345285714285716,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2050,1.339329,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.919822857142857,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.919822857142857,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.9514714285714287,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.1663085714285713,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.1416285714285714,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.1936714285714287,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.2588,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.2588,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.0781857142857143,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.97503,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.9821757142857142,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.2182,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,1.04564,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp126,2090,0.7996318571428572,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.1,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.1,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.1392857142857145,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.2213332857142856,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.1416671428571428,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.3772757142857142,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.3119471428571428,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.3119471428571428,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.378567142857143,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.254676142857143,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.1428614285714287,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,2.3703771428571434,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.3631,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2030,1.3689099999999998,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,0.9677618571428572,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,0.9677618571428572,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,0.9499432857142855,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.1166614285714285,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.0345814285714288,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.0083714285714287,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.013132857142857,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.013132857142857,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.5250385714285717,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.4785242857142855,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.2570857142857144,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,2.378718571428572,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.8023857142857145,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2050,1.1761804285714288,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.6519234285714285,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.6519234285714285,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.6753845714285714,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.0277185714285717,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.0074914285714287,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.9543042857142858,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.9321657142857144,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.9321657142857144,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.5581957142857144,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.2555382857142856,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,0.8027385714285716,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,2.3070457142857146,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.3435057142857147,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp245,2090,1.2269194285714284,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,0.9022861428571431,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,0.9022861428571431,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,0.9965147142857144,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.3629999999999998,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.331042857142857,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.2666614285714286,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.3119042857142855,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.3119042857142855,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.4392814285714286,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.3536185714285716,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,0.922619,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,2.051224285714285,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.6987185714285715,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2030,1.2428957142857144,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9595285714285716,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9595285714285716,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9679,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9369471428571428,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9738147142857142,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,1.0380042857142855,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9975714285714284,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9975714285714284,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,1.2560000000000002,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,1.1797571428571432,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,1.036814285714286,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,2.4785285714285714,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,1.262,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2050,0.9512004285714288,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.0245428571428572,months/spei12m/below/threshold,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.0245428571428572,months/spei12m/below/threshold,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,0.9917,months/spei12m/below/threshold,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,0.91304,months/spei12m/below/threshold,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,0.7928300000000001,months/spei12m/below/threshold,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.035,months/spei12m/below/threshold,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,0.9721857142857144,months/spei12m/below/threshold,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,0.9721857142857144,months/spei12m/below/threshold,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.7351800000000002,months/spei12m/below/threshold,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.5798085714285717,months/spei12m/below/threshold,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.8511714285714285,months/spei12m/below/threshold,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,3.318171428571428,months/spei12m/below/threshold,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,2.325342857142857,months/spei12m/below/threshold,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei12m/below/threshold,SPI12_drought_months,ssp585,2090,1.087786,months/spei12m/below/threshold,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2471,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2471,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2471,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2273,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp126,2030,0.3858,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2021,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2030,0.5739,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2030,0.5739,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp126,2030,0.8038,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp126,2030,0.09202,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp126,2030,0.7278,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp126,2030,0.02367,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp126,2030,0.2887,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp126,2030,0.348,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp126,2050,0.2292,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp126,2050,0.2292,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp126,2050,0.2292,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp126,2050,0.22,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp126,2050,0.4065,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp126,2050,0.1944,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2050,0.591,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2050,0.591,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp126,2050,0.7678,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp126,2050,0.09514,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp126,2050,0.7231,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp126,2050,0.02158,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp126,2050,0.2611,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp126,2050,0.4849,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp126,2090,0.1895,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp126,2090,0.1895,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp126,2090,0.1895,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp126,2090,0.2126,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp126,2090,0.48,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp126,2090,0.1844,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2090,0.6198,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp126,2090,0.6198,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp126,2090,0.7369,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp126,2090,0.08417,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp126,2090,0.6591,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp126,2090,0.01661,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp126,2090,0.2262,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp126,2090,0.4763,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
