site,country,lat,lon,hazard,indicator,label,scenario,year,value,model,error
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp245,2030,,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp245,2050,,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp245,2090,,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp585,2030,0.242,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp585,2030,0.242,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp585,2030,0.242,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp585,2030,0.2258,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp585,2030,0.3934,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp585,2030,0.2009,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2030,0.5727,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2030,0.5727,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp585,2030,0.7782,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp585,2030,0.1009,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp585,2030,0.6908,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp585,2030,0.02432,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp585,2030,0.2886,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp585,2030,0.3587,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp585,2050,0.2369,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp585,2050,0.2369,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp585,2050,0.2369,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp585,2050,0.224,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp585,2050,0.3816,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp585,2050,0.2029,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2050,0.575,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2050,0.575,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp585,2050,0.7883,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp585,2050,0.09434,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp585,2050,0.8811,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp585,2050,0.02634,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp585,2050,0.2881,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp585,2050,0.4808,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_stress,WaterStress,ssp585,2090,0.1674,water_stress,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_stress,WaterStress,ssp585,2090,0.1674,water_stress,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_stress,WaterStress,ssp585,2090,0.1674,water_stress,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_stress,WaterStress,ssp585,2090,0.1949,water_stress,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_stress,WaterStress,ssp585,2090,0.4599,water_stress,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_stress,WaterStress,ssp585,2090,0.1607,water_stress,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2090,0.5912,water_stress,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_stress,WaterStress,ssp585,2090,0.5912,water_stress,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_stress,WaterStress,ssp585,2090,0.7696,water_stress,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_stress,WaterStress,ssp585,2090,0.08717,water_stress,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_stress,WaterStress,ssp585,2090,0.6333,water_stress,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_stress,WaterStress,ssp585,2090,0.0286,water_stress,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_stress,WaterStress,ssp585,2090,0.2162,water_stress,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_stress,WaterStress,ssp585,2090,0.4948,water_stress,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.07039,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.07039,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.07039,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.07963,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.1222,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.051,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.1845,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.1845,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.2338,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.02369,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.4177,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.007206,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.0968,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp126,2030,0.194,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.06319,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.06319,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.06319,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.07844,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.1209,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.05068,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.1943,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.1943,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.249,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.0246,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.4903,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.006865,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.08302,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp126,2050,0.2883,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.0452,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.0452,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.0452,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.07704,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.1467,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.04714,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.1971,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.1971,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.2156,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.02268,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.3958,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.00508,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.06482,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp126,2090,0.2956,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp245,2030,,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp245,2050,,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp245,2090,,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.06912,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.06912,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.06912,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.07662,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.1039,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.05173,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.1768,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.1768,water_depletion,
OCI_Shanghai,CHN,31.2304,121.4737,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.225,water_depletion,
MaSteel_OCI,CHN,31.6839,118.5127,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.0252,water_depletion,
Shandong_OCI,CHN,34.7979,117.2571,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.3774,water_depletion,
Jianyang_Carbon,CHN,26.7587,104.4734,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.007068,water_depletion,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.09999,water_depletion,
Philko_Makati,PHL,14.5995,120.9842,WaterRisk,water_depletion,WaterDepletion,ssp585,2030,0.2001,water_depletion,
OCI_HQ_Seoul,KOR,37.5649,126.9793,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.06914,water_depletion,
OCI_Dream_Seoul,KOR,37.5172,126.9,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.06914,water_depletion,
OCI_RnD_Seongnam,KOR,37.3219,127.119,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.06914,water_depletion,
Pohang_Plant,KOR,36.0095,129.3435,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.08142,water_depletion,
Gwangyang_Plant,KOR,34.9393,127.6961,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.1171,water_depletion,
Gunsan_Plant,KOR,35.97,126.7114,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.05364,water_depletion,
Iksan_Plant,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.2012,water_depletion,
Saehan_Recycle,KOR,35.9333,127.0167,WaterRisk,water_depletion,WaterDepletion,ssp585,2050,0.2012,water_depletion,
